origin,ground_truth,latency,hops
RIPE,ES,52.4915,17.25
RIPE,ES,43.258,16.5
RIPE,ES,45.51425,16.25
RIPE,ES,48.0215,16.5
RIPE,ES,64.646,17.5
RIPE,ES,40.23975,18.5
RIPE,ES,48.20425,13.25
RIPE,ES,41.96975,17.25
RIPE,ES,40.56175,20.0
RIPE,ES,47.174,12.25
RIPE,ES,62.764,17.25
RIPE,ES,76.0395,16.0
RIPE,ES,122.9465,16.25
RIPE,ES,32.50475,18.0
RIPE,ES,52.84225,13.5
RIPE,ES,61.72675,18.0
RIPE,ES,48.768,20.0
RIPE,ES,50.104,17.25
RIPE,ES,45.454,17.5
RIPE,ES,61.27325,16.25
RIPE,ES,40.95525,20.25
RIPE,ES,40.7255,11.75
RIPE,ES,52.283,17.5
RIPE,EE,50.04775,14.25
RIPE,EE,59.91525,20.25
RIPE,EE,79.5865,13.0
RIPE,EE,54.183,8.75
RIPE,EE,109.38,21.0
RIPE,EE,82.05375,20.0
RIPE,EE,74.9845,8.25
RIPE,EE,53.658,13.75
RIPE,EE,59.36,13.0
RIPE,FI,61.9815,13.25
RIPE,FI,82.40325,14.75
RIPE,FI,63.72925,13.75
RIPE,FI,61.92825,14.0
RIPE,FI,54.02275,19.25
RIPE,FI,61.3615,14.0
RIPE,FI,60.50925,11.5
RIPE,FI,70.77125,15.25
RIPE,FI,61.3895,14.0
RIPE,FI,61.24175,12.25
RIPE,FI,51.8625,16.25
RIPE,FI,52.4575,13.25
RIPE,FI,51.57425,17.5
RIPE,FI,52.14075,17.0
RIPE,FI,64.97775,19.5
RIPE,FI,51.449,18.0
RIPE,FI,53.1745,13.25
RIPE,FI,58.74225,12.0
RIPE,FI,54.07275,17.0
RIPE,FI,68.378,14.25
RIPE,FI,89.59925,13.5
RIPE,FI,69.78825,14.0
RIPE,FI,92.1485,14.25
RIPE,FI,74.21675,19.5
RIPE,FI,58.12475,14.25
RIPE,FI,60.4705,14.25
RIPE,FI,72.09375,19.5
RIPE,FI,86.5845,15.25
RIPE,FI,52.18425,16.5
RIPE,FI,64.39675,11.25
RIPE,FR,26.481,14.25
RIPE,FR,30.1575,14.25
RIPE,FR,43.55275,17.5
RIPE,FR,33.41875,16.25
RIPE,FR,50.775,14.0
RIPE,FR,38.35025,19.25
RIPE,FR,26.87825,13.5
RIPE,FR,55.28775,14.0
RIPE,FR,20.05175,9.5
RIPE,FR,31.283,18.25
RIPE,FR,31.458,15.5
RIPE,FR,32.00825,20.25
RIPE,FR,39.128,15.25
RIPE,FR,53.65775,16.0
RIPE,FR,35.627,16.5
RIPE,FR,26.876,18.5
RIPE,FR,37.512,14.0
RIPE,FR,55.51375,15.25
RIPE,FR,28.95775,12.25
RIPE,FR,24.077,16.0
RIPE,FR,50.999,19.0
RIPE,FR,24.06175,21.0
RIPE,FR,25.4985,16.0
RIPE,FR,24.63375,17.25
RIPE,FR,23.292,14.75
RIPE,FR,23.384,15.75
RIPE,FR,31.46725,16.0
RIPE,FR,36.43525,14.5
RIPE,FR,31.87125,18.0
RIPE,FR,30.8875,14.25
RIPE,FR,32.43975,15.0
RIPE,FR,35.89425,15.5
RIPE,FR,37.09225,16.0
RIPE,FR,30.6825,16.5
RIPE,FR,25.87325,19.0
RIPE,FR,28.89725,20.75
RIPE,FR,29.5265,17.0
RIPE,FR,26.941,14.75
RIPE,FR,22.5365,19.0
RIPE,FR,23.018,16.0
RIPE,FR,22.2515,20.0
RIPE,FR,23.4915,18.75
RIPE,FR,23.54925,16.5
RIPE,FR,23.32825,11.0
RIPE,FR,25.95025,21.75
RIPE,FR,29.607,15.5
RIPE,FR,24.25225,21.0
RIPE,FR,43.466,17.0
RIPE,FR,40.70325,15.5
RIPE,FR,34.77025,16.75
RIPE,FR,34.842,15.25
RIPE,FR,27.77575,16.5
RIPE,FR,22.714,19.25
RIPE,FR,27.67375,20.75
RIPE,FR,24.362,10.25
RIPE,FR,31.169,18.5
RIPE,FR,32.0265,15.25
RIPE,FR,34.98975,16.75
RIPE,FR,34.747,12.0
RIPE,FR,23.58525,1.0
RIPE,FR,28.232,14.5
RIPE,FR,18.74875,10.0
RIPE,FR,33.47175,20.75
RIPE,FR,33.2455,18.0
RIPE,FR,29.8415,16.5
RIPE,FR,23.26425,18.25
RIPE,FR,32.9375,21.0
RIPE,FR,24.8195,16.25
RIPE,FR,39.794,17.0
RIPE,FR,35.39,19.25
RIPE,FR,22.992,19.5
RIPE,FR,22.856,15.25
RIPE,FR,37.398,16.75
RIPE,FR,23.78175,14.25
RIPE,FR,42.7655,14.5
RIPE,FR,30.45225,19.0
RIPE,FR,22.683,16.5
RIPE,FR,26.0285,14.25
RIPE,FR,23.5005,15.0
RIPE,FR,41.22875,14.5
RIPE,FR,22.5235,17.0
RIPE,FR,23.1535,17.25
RIPE,FR,36.62225,15.0
RIPE,FR,25.18775,14.0
RIPE,FR,35.65775,15.0
RIPE,FR,29.87775,15.5
RIPE,FR,25.12,19.0
RIPE,FR,42.533,16.0
RIPE,FR,23.042,15.0
RIPE,FR,31.862,14.5
RIPE,FR,29.05725,16.0
RIPE,FR,23.806,18.75
RIPE,FR,23.9525,16.75
RIPE,FR,30.8945,11.0
RIPE,FR,24.44025,15.75
RIPE,FR,24.05675,15.0
RIPE,FR,26.49275,13.25
RIPE,FM,279.097,16.5
RIPE,FM,290.11275,16.25
RIPE,GB,59.4435,22.0
RIPE,GB,11.49575,23.0
RIPE,GB,32.6755,16.0
RIPE,GB,16.0615,19.5
RIPE,GB,23.8285,15.0
RIPE,GB,19.54075,21.0
RIPE,GB,25.269,20.0
RIPE,GB,23.6785,20.0
RIPE,GB,44.73425,17.25
RIPE,GB,20.03475,17.0
RIPE,GB,17.18525,14.0
RIPE,GB,22.39225,15.0
RIPE,GB,21.489,17.25
RIPE,GB,18.8215,20.25
RIPE,GB,33.9675,20.25
RIPE,GB,18.109,16.0
RIPE,GB,16.23225,15.75
RIPE,GB,18.65875,21.5
RIPE,GB,16.64625,21.0
RIPE,GB,16.34775,20.5
RIPE,GB,24.84575,19.0
RIPE,GB,55.022,20.0
RIPE,GB,18.31275,11.0
RIPE,GB,22.18675,20.0
RIPE,GB,11.696,22.0
RIPE,GB,18.73925,1.0
RIPE,GB,22.5245,20.5
RIPE,GB,13.49175,21.0
RIPE,GB,22.9975,17.75
RIPE,GB,23.57825,15.25
RIPE,GB,22.71525,18.25
RIPE,GB,22.39225,21.5
RIPE,GB,17.09425,21.0
RIPE,GB,16.80725,17.0
RIPE,GB,45.37625,15.0
RIPE,GB,17.3125,20.0
RIPE,GB,50.38975,20.25
RIPE,GB,16.852,21.75
RIPE,GB,23.962,19.0
RIPE,GB,18.3885,19.5
RIPE,GB,17.736,20.0
RIPE,GB,10.292,22.0
RIPE,GB,16.602,15.0
RIPE,GB,35.89575,20.25
RIPE,GB,20.418,15.0
RIPE,GB,22.0835,21.75
RIPE,GB,25.22925,15.5
RIPE,GB,22.42275,15.25
RIPE,GB,21.7495,20.75
RIPE,GB,23.123,14.25
RIPE,GB,20.50025,17.5
RIPE,GB,21.5835,19.25
RIPE,GB,18.34275,17.5
RIPE,GB,16.22275,20.0
RIPE,GB,16.60525,14.25
RIPE,GB,37.00875,17.0
RIPE,GB,18.26175,20.75
RIPE,GB,11.199,23.75
RIPE,GB,189.355,20.0
RIPE,GB,24.942,20.5
RIPE,GB,26.503,19.0
RIPE,GB,35.33525,21.0
RIPE,GB,22.42675,20.5
RIPE,GB,26.422,17.0
RIPE,GB,24.30475,18.0
RIPE,GB,18.81775,21.5
RIPE,GB,30.1195,20.25
RIPE,GB,19.5735,21.0
RIPE,GB,24.176,11.0
RIPE,GB,16.803,19.25
RIPE,GB,21.584,15.25
RIPE,GB,26.9485,16.5
RIPE,GB,9.8225,22.75
RIPE,GB,15.7715,2.0
RIPE,GB,36.23625,20.0
RIPE,GB,11.21925,22.0
RIPE,GB,19.06225,21.25
RIPE,GB,27.77575,17.0
RIPE,GB,22.14125,15.25
RIPE,GE,91.819,13.75
RIPE,GE,100.0,19.25
RIPE,GE,92.247,13.25
RIPE,GE,104.29225,19.75
RIPE,GH,267.529,12.5
RIPE,GH,268.29825,12.25
RIPE,GR,77.3305,15.25
RIPE,GR,72.99725,9.0
RIPE,GR,73.51175,8.25
RIPE,GR,72.90325,9.0
RIPE,GR,58.8945,20.0
RIPE,GR,73.24175,7.75
RIPE,GR,72.54825,15.25
RIPE,GR,68.4465,8.75
RIPE,GR,76.02525,8.75
RIPE,GR,69.051,20.25
RIPE,GT,142.8675,11.25
RIPE,GT,146.965,15.25
RIPE,GT,141.61575,11.5
RIPE,GT,146.6075,15.5
RIPE,GT,141.48125,11.25
RIPE,GU,257.40575,19.25
RIPE,HK,192.67875,16.0
RIPE,HK,200.1075,13.5
RIPE,HK,189.372,16.5
RIPE,HK,185.3625,1.25
RIPE,HK,199.5885,13.5
RIPE,HN,142.8915,13.75
RIPE,HN,140.7855,13.75
RIPE,HR,50.0325,13.25
RIPE,HR,46.11475,13.0
RIPE,HU,71.858,13.5
RIPE,HU,50.392,14.25
RIPE,HU,51.023,13.25
RIPE,HU,48.978,14.0
RIPE,HU,55.0215,14.25
RIPE,ID,201.03075,16.25
RIPE,ID,209.467,18.0
RIPE,ID,195.4315,16.75
RIPE,ID,194.512,14.0
RIPE,ID,243.88,13.0
RIPE,ID,209.28025,15.5
RIPE,ID,186.6,18.5
RIPE,ID,192.099,1.75
RIPE,ID,185.459,11.25
RIPE,ID,197.24775,11.5
RIPE,ID,205.39,14.5
RIPE,ID,202.18175,16.25
RIPE,ID,198.53975,13.5
RIPE,ID,195.198,1.75
RIPE,ID,195.1095,11.25
RIPE,ID,185.69725,1.0
RIPE,ID,187.579,18.75
RIPE,ID,215.14375,19.0
RIPE,ID,195.73025,16.0
RIPE,ID,193.5215,15.25
RIPE,ID,193.552,14.25
RIPE,ID,208.185,11.25
RIPE,IM,37.9835,18.25
RIPE,IM,58.80925,18.0
RIPE,IN,219.014,13.25
RIPE,IN,200.62125,13.25
RIPE,IN,179.02925,17.25
RIPE,IN,155.83175,14.0
RIPE,IN,234.62925,11.25
RIPE,IN,238.06125,10.75
RIPE,IN,195.68125,13.75
RIPE,IN,178.731,18.0
RIPE,IN,197.10625,13.25
RIPE,IN,227.3655,15.5
RIPE,IN,164.08925,13.0
RIPE,IN,249.3895,13.0
RIPE,IE,29.3575,18.5
RIPE,IE,28.72525,18.75
RIPE,IE,14.90425,23.0
RIPE,IE,30.169,18.0
RIPE,IQ,109.75625,20.5
RIPE,IQ,125.12275,20.0
RIPE,IS,58.307,19.25
RIPE,IS,60.70025,19.5
RIPE,IS,57.924,19.25
RIPE,IL,92.80125,18.25
RIPE,IL,82.279,18.0
RIPE,IT,49.1775,19.25
RIPE,IT,54.8965,1.0
RIPE,IT,54.15675,16.75
RIPE,IT,48.6595,12.25
RIPE,IT,48.345,15.25
RIPE,IT,43.0185,12.25
RIPE,IT,41.35775,19.75
RIPE,IT,38.26,17.25
RIPE,IT,45.19825,14.0
RIPE,IT,39.00375,19.75
RIPE,IT,40.8085,18.25
RIPE,IT,42.258,6.25
RIPE,IT,42.37175,18.0
RIPE,IT,42.61625,19.0
RIPE,IT,60.3615,19.0
RIPE,IT,59.73725,19.5
RIPE,IT,52.3815,18.0
RIPE,IT,69.11575,19.0
RIPE,IT,52.157,19.25
RIPE,IT,52.318,22.0
RIPE,IT,42.90225,16.0
RIPE,IT,56.43375,19.0
RIPE,IT,55.78075,19.25
RIPE,IT,51.63475,18.25
RIPE,IT,39.31425,20.75
RIPE,IT,44.98025,19.0
RIPE,IT,47.2845,17.0
RIPE,IT,44.73675,20.25
RIPE,IT,52.26525,15.5
RIPE,IT,40.76825,20.5
RIPE,IT,44.22125,17.25
RIPE,IT,50.862,12.0
RIPE,IT,44.33875,16.25
RIPE,IT,50.69375,21.0
RIPE,IT,56.223,19.75
RIPE,IT,57.0335,19.0
RIPE,IT,45.40825,12.0
RIPE,IT,39.85025,4.75
RIPE,IT,61.9065,19.0
RIPE,IT,40.8235,19.25
RIPE,IT,36.746,19.75
RIPE,IT,52.2655,1.5
RIPE,IT,51.8565,16.5
RIPE,IT,63.812,19.25
RIPE,IT,47.5475,17.0
RIPE,IT,62.2835,19.0
RIPE,IT,51.33575,18.0
RIPE,IT,46.18675,19.25
RIPE,IT,52.58475,19.5
RIPE,IT,41.17775,16.0
RIPE,IT,48.79225,13.25
RIPE,IT,42.11475,19.0
RIPE,IT,42.528,13.25
RIPE,IT,50.4405,18.25
RIPE,IT,49.4005,18.0
RIPE,IT,45.8135,18.75
RIPE,IT,43.04625,18.25
RIPE,JP,333.369,7.0
RIPE,JP,259.7985,11.25
RIPE,JP,278.38075,9.0
RIPE,JP,259.49275,3.0
RIPE,JP,275.89575,17.75
RIPE,JP,231.04675,11.0
RIPE,JP,248.84075,12.0
RIPE,JP,247.5695,9.5
RIPE,JP,247.665,16.0
RIPE,JP,259.5325,20.0
RIPE,JP,254.24525,14.5
RIPE,JP,261.487,11.75
RIPE,JP,249.2695,11.75
RIPE,JP,271.775,17.5
RIPE,JP,249.15675,9.75
RIPE,JP,239.2245,14.0
RIPE,JP,252.90025,16.5
RIPE,JP,253.356,9.75
RIPE,JP,249.077,16.25
RIPE,JP,244.69625,9.75
RIPE,JP,238.004,14.5
RIPE,JP,248.51175,11.25
RIPE,JP,261.6635,1.25
RIPE,JP,272.006,17.75
RIPE,JP,255.3565,11.75
RIPE,JP,251.92225,20.25
RIPE,JP,271.763,2.5
RIPE,JP,265.6215,8.0
RIPE,JP,251.2795,8.75
RIPE,JP,268.66225,10.25
RIPE,JP,239.448,10.5
RIPE,JP,256.29775,16.5
RIPE,JP,249.49825,12.0
RIPE,JP,276.8765,17.25
RIPE,JP,247.61225,14.0
RIPE,KZ,87.671,16.5
RIPE,KZ,96.79075,15.75
RIPE,KZ,87.112,16.5
RIPE,KZ,110.90625,16.5
RIPE,KZ,132.6325,15.0
RIPE,KZ,112.6375,18.25
RIPE,KZ,123.9365,16.0
RIPE,KZ,124.1715,12.25
RIPE,KZ,117.96025,16.25
RIPE,KZ,113.08325,16.75
RIPE,KZ,209.63575,19.0
RIPE,KZ,105.818,11.5
RIPE,KZ,113.2955,1.25
RIPE,KZ,118.35175,16.5
RIPE,KZ,119.22175,17.25
RIPE,KZ,117.4695,16.5
RIPE,KZ,130.6245,16.0
RIPE,KZ,132.13275,16.0
RIPE,KZ,134.855,11.0
RIPE,KZ,115.08975,16.0
RIPE,KZ,132.103,11.25
RIPE,KZ,129.2855,11.0
RIPE,KZ,88.129,17.0
RIPE,KZ,108.8565,12.25
RIPE,KZ,139.59175,16.25
RIPE,KZ,127.448,15.75
RIPE,KZ,113.57675,17.25
RIPE,KZ,92.44025,15.0
RIPE,KZ,106.06525,11.5
RIPE,KZ,133.50775,10.75
RIPE,KZ,127.9955,11.5
RIPE,KZ,107.91075,11.75
RIPE,KZ,118.4595,17.0
RIPE,KZ,118.9445,16.0
RIPE,KZ,117.14575,11.0
RIPE,KZ,127.843,16.0
RIPE,KZ,114.88725,16.25
RIPE,KZ,127.80625,14.75
RIPE,KZ,113.3475,18.25
RIPE,KZ,131.7075,16.25
RIPE,KZ,115.67275,1.25
RIPE,KZ,111.21925,16.75
RIPE,KZ,104.8045,16.25
RIPE,KZ,108.182,1.0
RIPE,KZ,86.04375,17.75
RIPE,KZ,88.695,17.25
RIPE,KZ,113.0875,12.5
RIPE,KZ,207.26725,19.25
RIPE,KZ,108.9995,16.25
RIPE,KZ,87.51425,16.25
RIPE,KE,188.10775,14.25
RIPE,KE,150.4025,5.25
RIPE,KE,172.91575,16.0
RIPE,KE,173.6355,15.75
RIPE,KE,155.081,5.75
RIPE,KE,184.46775,14.25
RIPE,KG,112.5715,17.25
RIPE,KG,124.46025,17.75
RIPE,KR,442.9745,17.5
RIPE,KR,225.5185,12.25
RIPE,KR,256.04625,2.5
RIPE,KR,330.64675,20.75
RIPE,KR,275.6605,17.0
RIPE,KR,184.519,12.25
RIPE,KR,280.02425,20.0
RIPE,KR,249.4285,1.0
RIPE,LA,233.26,12.25
RIPE,LA,229.132,12.5
RIPE,LB,78.5825,20.25
RIPE,LB,73.4535,21.0
RIPE,LK,237.8375,7.0
RIPE,LK,294.098,4.25
RIPE,LK,275.22275,5.0
RIPE,LK,215.90725,7.75
RIPE,LK,292.904,4.75
RIPE,LK,287.6545,5.25
RIPE,LT,62.92375,17.0
RIPE,LT,65.84925,16.25
RIPE,LT,57.23325,8.0
RIPE,LT,50.9445,18.5
RIPE,LT,58.566,17.0
RIPE,LT,64.007,17.0
RIPE,LT,51.1905,18.25
RIPE,LT,59.79675,9.0
RIPE,LU,39.887,18.25
RIPE,LU,31.46825,18.25
RIPE,LU,40.657,17.0
RIPE,LU,29.59575,15.0
RIPE,LU,30.75025,15.75
RIPE,LU,32.75775,17.5
RIPE,LU,31.56975,14.25
RIPE,LU,38.93925,16.0
RIPE,LU,39.5335,13.0
RIPE,LU,32.87325,19.0
RIPE,LU,38.648,17.0
RIPE,LU,30.7175,15.25
RIPE,LU,35.2055,18.0
RIPE,LU,40.2525,13.5
RIPE,LU,32.937,18.75
RIPE,LU,32.2585,17.0
RIPE,LU,29.843,17.5
RIPE,LU,28.71325,15.25
RIPE,LU,32.487,16.5
RIPE,LU,32.82075,19.25
RIPE,LU,30.78275,14.25
RIPE,LV,58.78725,12.0
RIPE,LV,55.66925,12.0
RIPE,MD,58.47375,18.0
RIPE,MD,74.91275,18.75
RIPE,MV,179.87725,15.25
RIPE,MV,139.47,15.0
RIPE,MV,185.92875,15.25
RIPE,MX,155.15625,5.0
RIPE,MX,141.399,8.75
RIPE,MX,150.93475,8.0
RIPE,MX,152.97,4.75
RIPE,MX,137.1365,10.25
RIPE,MX,185.826,18.25
RIPE,MX,184.68425,18.0
RIPE,MX,137.647,10.25
RIPE,MX,141.15125,8.75
RIPE,MX,158.70575,5.5
RIPE,MX,153.048,4.5
RIPE,MX,151.341,8.75
RIPE,MK,58.10775,15.5
RIPE,MK,60.45,15.5
RIPE,MN,144.75225,13.5
RIPE,MN,138.56275,13.75
RIPE,MN,138.84925,13.25
RIPE,MZ,204.63925,20.0
RIPE,MZ,178.06425,20.25
RIPE,MU,197.637,14.0
RIPE,MU,219.4015,15.25
RIPE,MU,222.154,15.75
RIPE,MU,225.20375,14.75
RIPE,MY,186.56425,19.0
RIPE,MY,197.8705,20.75
RIPE,MY,178.49375,18.25
RIPE,MY,196.778,10.25
RIPE,MY,176.42575,13.0
RIPE,MY,194.30025,20.25
RIPE,MY,185.8,18.25
RIPE,MY,198.43,10.75
RIPE,MY,175.40275,13.25
RIPE,MY,178.39225,18.0
RIPE,NC,325.597,14.0
RIPE,NC,324.36625,13.75
RIPE,NG,144.0555,1.25
RIPE,NG,145.4975,18.0
RIPE,NG,130.43625,17.75
RIPE,NG,141.14675,1.5
RIPE,NL,57.39175,16.5
RIPE,NL,40.36375,18.25
RIPE,NL,25.5125,18.0
RIPE,NL,27.276,16.25
RIPE,NL,27.84375,14.5
RIPE,NL,26.631,14.0
RIPE,NL,24.81325,11.25
RIPE,NL,37.39225,13.25
RIPE,NL,27.57,15.0
RIPE,NL,29.96125,12.0
RIPE,NL,27.545,20.0
RIPE,NL,288.872,14.5
RIPE,NL,25.95075,20.5
RIPE,NL,91.2495,15.25
RIPE,NL,39.81925,15.5
RIPE,NL,28.77,20.25
RIPE,NL,26.398,17.0
RIPE,NL,28.583,17.25
RIPE,NL,34.89225,18.25
RIPE,NL,25.8045,15.5
RIPE,NL,28.5365,17.5
RIPE,NL,72.132,16.0
RIPE,NL,44.0565,20.25
RIPE,NL,23.041,15.25
RIPE,NL,43.604,12.25
RIPE,NL,44.723,16.0
RIPE,NL,37.53475,16.25
RIPE,NL,25.163,14.25
RIPE,NL,32.746,14.5
RIPE,NL,27.9415,15.5
RIPE,NL,32.016,17.0
RIPE,NL,27.29325,19.5
RIPE,NL,28.8325,20.5
RIPE,NL,26.55075,18.5
RIPE,NL,27.9445,20.0
RIPE,NL,26.34925,13.0
RIPE,NL,23.65025,19.0
RIPE,NL,36.0435,19.0
RIPE,NL,28.12275,14.5
RIPE,NL,26.7755,16.0
RIPE,NL,27.45925,15.0
RIPE,NL,29.4995,16.75
RIPE,NL,28.9775,21.0
RIPE,NL,24.83425,16.75
RIPE,NL,24.4555,15.0
RIPE,NL,38.09675,14.0
RIPE,NL,31.94425,15.25
RIPE,NL,26.68775,15.25
RIPE,NL,27.02625,12.0
RIPE,NL,23.3775,17.0
RIPE,NL,26.482,13.5
RIPE,NL,39.56325,17.0
RIPE,NL,26.465,18.25
RIPE,NL,30.006,19.0
RIPE,NL,28.485,15.25
RIPE,NL,29.20525,18.75
RIPE,NL,25.51,18.25
RIPE,NL,28.07675,14.25
RIPE,NL,24.214,16.0
RIPE,NL,27.64675,17.0
RIPE,NL,31.4165,20.75
RIPE,NL,26.413,12.0
RIPE,NL,34.5665,19.0
RIPE,NL,29.9825,14.75
RIPE,NL,25.71325,17.75
RIPE,NL,26.67575,14.25
RIPE,NL,28.0015,17.0
RIPE,NL,28.14675,21.0
RIPE,NL,25.43175,18.25
RIPE,NL,38.02275,12.5
RIPE,NL,24.88775,18.75
RIPE,NL,37.331,13.0
RIPE,NL,32.41075,17.0
RIPE,NL,27.357,16.0
RIPE,NL,29.28425,22.0
RIPE,NL,29.39725,14.25
RIPE,NL,29.24975,15.0
RIPE,NL,38.65875,11.25
RIPE,NL,45.3945,12.25
RIPE,NL,26.583,14.25
RIPE,NL,26.4255,14.0
RIPE,NL,43.51075,18.0
RIPE,NL,49.6085,18.75
RIPE,NL,40.67,16.75
RIPE,NL,42.018,19.5
RIPE,NL,70.23025,14.5
RIPE,NL,63.5745,16.5
RIPE,NL,31.0005,18.5
RIPE,NL,90.04475,18.75
RIPE,NL,57.02925,17.75
RIPE,NL,35.2505,15.0
RIPE,NL,36.125,15.25
RIPE,NL,22.554,18.0
RIPE,NL,43.236,12.0
RIPE,NL,39.32375,15.75
RIPE,NL,32.89525,18.0
RIPE,NL,25.9535,14.75
RIPE,NL,39.3105,19.0
RIPE,NL,31.22375,15.25
